section	key	probe	lon	lat
REG	esri:31268	3	0x1.3p4	0x1.4p2
REG	esri:31268	4	0x1.dp4	0x1.4p2
REG	esri:31275	0	0x1.ep3	0x0.0p0
REG	esri:31275	1	0x1.4p3	-0x1.4p2
REG	esri:31275	2	0x1.4p4	-0x1.4p2
REG	esri:31275	3	0x1.4p3	0x1.4p2
REG	esri:31275	4	0x1.4p4	0x1.4p2
REG	esri:31276	0	0x1.2p4	0x0.0p0
REG	esri:31276	1	0x1.ap3	-0x1.4p2
REG	esri:31276	2	0x1.7p4	-0x1.4p2
REG	esri:31276	3	0x1.ap3	0x1.4p2
REG	esri:31276	4	0x1.7p4	0x1.4p2
REG	esri:31277	0	0x1.5p4	0x0.0p0
REG	esri:31277	1	0x1.0p4	-0x1.4p2
REG	esri:31277	2	0x1.ap4	-0x1.4p2
REG	esri:31277	3	0x1.0p4	0x1.4p2
REG	esri:31277	4	0x1.ap4	0x1.4p2
REG	esri:31278	0	0x1.5p4	0x0.0p0
REG	esri:31278	1	0x1.0p4	-0x1.4p2
REG	esri:31278	2	0x1.ap4	-0x1.4p2
REG	esri:31278	3	0x1.0p4	0x1.4p2
REG	esri:31278	4	0x1.ap4	0x1.4p2
REG	esri:31279	0	0x1.8p4	0x0.0p0
REG	esri:31279	1	0x1.3p4	-0x1.4p2
REG	esri:31279	2	0x1.dp4	-0x1.4p2
REG	esri:31279	3	0x1.3p4	0x1.4p2
REG	esri:31279	4	0x1.dp4	0x1.4p2
REG	esri:31281	0	0x1.4aaaaaaaaaaa9p3	0x0.0p0
REG	esri:31281	1	0x1.5555555555552p2	-0x1.4p2
REG	esri:31281	2	0x1.eaaaaaaaaaaa9p3	-0x1.4p2
REG	esri:31281	3	0x1.5555555555552p2	0x1.4p2
REG	esri:31281	4	0x1.eaaaaaaaaaaa9p3	0x1.4p2
REG	esri:31282	0	0x1.aaaaaaaaaaaa9p3	0x0.0p0
REG	esri:31282	1	0x1.0aaaaaaaaaaa9p3	-0x1.4p2
REG	esri:31282	2	0x1.2555555555554p4	-0x1.4p2
REG	esri:31282	3	0x1.0aaaaaaaaaaa9p3	0x1.4p2
REG	esri:31282	4	0x1.2555555555554p4	0x1.4p2
REG	esri:31283	0	0x1.0555555555554p4	0x0.0p0
REG	esri:31283	1	0x1.6aaaaaaaaaaa8p3	-0x1.4p2
REG	esri:31283	2	0x1.5555555555554p4	-0x1.4p2
REG	esri:31283	3	0x1.6aaaaaaaaaaa8p3	0x1.4p2
REG	esri:31283	4	0x1.5555555555554p4	0x1.4p2
REG	esri:31284	0	0x1.4aaaaaaaaaaa9p3	0x0.0p0
REG	esri:31284	1	0x1.5555555555552p2	-0x1.4p2
REG	esri:31284	2	0x1.eaaaaaaaaaaa9p3	-0x1.4p2
REG	esri:31284	3	0x1.5555555555552p2	0x1.4p2
REG	esri:31284	4	0x1.eaaaaaaaaaaa9p3	0x1.4p2
REG	esri:31285	0	0x1.aaaaaaaaaaaa9p3	0x0.0p0
REG	esri:31285	1	0x1.0aaaaaaaaaaa9p3	-0x1.4p2
REG	esri:31285	2	0x1.2555555555554p4	-0x1.4p2
REG	esri:31285	3	0x1.0aaaaaaaaaaa9p3	0x1.4p2
REG	esri:31285	4	0x1.2555555555554p4	0x1.4p2
REG	esri:31286	0	0x1.0555555555554p4	0x0.0p0
REG	esri:31286	1	0x1.6aaaaaaaaaaa8p3	-0x1.4p2
REG	esri:31286	2	0x1.5555555555554p4	-0x1.4p2
REG	esri:31286	3	0x1.6aaaaaaaaaaa8p3	0x1.4p2
REG	esri:31286	4	0x1.5555555555554p4	0x1.4p2
REG	esri:31287	0	0x1.aaaaaaaaaaaa9p3	0x1.7cp5
REG	esri:31287	1	0x1.1c9195d1a8502p3	0x1.64p5
REG	esri:31287	2	0x1.1c61dfc1d6828p4	0x1.64p5
REG	esri:31287	3	0x1.1c9195d1a8502p3	0x1.94p5
REG	esri:31287	4	0x1.1c61dfc1d6828p4	0x1.94p5
REG	esri:31291	0	0x1.4aaaaaaaaaaa9p3	0x0.0p0
REG	esri:31291	1	0x1.5555555555552p2	-0x1.4p2
REG	esri:31291	2	0x1.eaaaaaaaaaaa9p3	-0x1.4p2
REG	esri:31291	3	0x1.5555555555552p2	0x1.4p2
REG	esri:31291	4	0x1.eaaaaaaaaaaa9p3	0x1.4p2
REG	esri:31292	0	0x1.aaaaaaaaaaaa9p3	0x0.0p0
REG	esri:31292	1	0x1.0aaaaaaaaaaa9p3	-0x1.4p2
REG	esri:31292	2	0x1.2555555555554p4	-0x1.4p2
REG	esri:31292	3	0x1.0aaaaaaaaaaa9p3	0x1.4p2
REG	esri:31292	4	0x1.2555555555554p4	0x1.4p2
REG	esri:31293	0	0x1.0555555555554p4	0x0.0p0
REG	esri:31293	1	0x1.6aaaaaaaaaaa8p3	-0x1.4p2
REG	esri:31293	2	0x1.5555555555554p4	-0x1.4p2
REG	esri:31293	3	0x1.6aaaaaaaaaaa8p3	0x1.4p2
REG	esri:31293	4	0x1.5555555555554p4	0x1.4p2
REG	esri:31294	0	0x1.4aaaaaaaaaaa9p3	0x0.0p0
REG	esri:31294	1	0x1.5555555555552p2	-0x1.4p2
REG	esri:31294	2	0x1.eaaaaaaaaaaa9p3	-0x1.4p2
REG	esri:31294	3	0x1.5555555555552p2	0x1.4p2
REG	esri:31294	4	0x1.eaaaaaaaaaaa9p3	0x1.4p2
REG	esri:31295	0	0x1.aaaaaaaaaaaa9p3	0x0.0p0
REG	esri:31295	1	0x1.0aaaaaaaaaaa9p3	-0x1.4p2
REG	esri:31295	2	0x1.2555555555554p4	-0x1.4p2
REG	esri:31295	3	0x1.0aaaaaaaaaaa9p3	0x1.4p2
REG	esri:31295	4	0x1.2555555555554p4	0x1.4p2
REG	esri:31296	0	0x1.0555555555554p4	0x0.0p0
REG	esri:31296	1	0x1.6aaaaaaaaaaa8p3	-0x1.4p2
REG	esri:31296	2	0x1.5555555555554p4	-0x1.4p2
REG	esri:31296	3	0x1.6aaaaaaaaaaa8p3	0x1.4p2
REG	esri:31296	4	0x1.5555555555554p4	0x1.4p2
REG	esri:31297	0	0x1.aaaaaaaaaaaa9p3	0x1.7cp5
REG	esri:31297	1	0x1.1c9195d1a8502p3	0x1.64p5
REG	esri:31297	2	0x1.1c61dfc1d6828p4	0x1.64p5
REG	esri:31297	3	0x1.1c9195d1a8502p3	0x1.94p5
REG	esri:31297	4	0x1.1c61dfc1d6828p4	0x1.94p5
REG	esri:31300	0	0x1.16d819b4659ep2	0x1.17aaaaaaaaaabp6
REG	esri:31300	1	-0x1.3a9adc1bddcbfp5	0x1.b755555555556p5
REG	esri:31300	2	0x1.8050e288f7337p5	0x1.b755555555556p5
REG	esri:31300	3	-0x1.3a9adc1bddcbfp5	0x1.53aaaaaaaaaabp6
REG	esri:31300	4	0x1.8050e288f7337p5	0x1.53aaaaaaaaaabp6
REG	esri:31370	0	0x1.1784e6cbc3292p2	0x1.17aaaabdae4bep6
REG	esri:31370	1	-0x1.3a8542c83e86dp5	0x1.b755557b5c97cp5
REG	esri:31370	2	0x1.80667c7b2f511p5	0x1.b755557b5c97cp5
REG	esri:31370	3	-0x1.3a8542c83e86dp5	0x1.53aaaabdae4bep6
REG	esri:31370	4	0x1.80667c7b2f511p5	0x1.53aaaabdae4bep6
REG	esri:31461	0	0x1.8p1	0x0.0p0
REG	esri:31461	1	-0x1.0p1	-0x1.4p2
REG	esri:31461	2	0x1.0p3	-0x1.4p2
REG	esri:31461	3	-0x1.0p1	0x1.4p2
REG	esri:31461	4	0x1.0p3	0x1.4p2
REG	esri:31462	0	0x1.8p2	0x0.0p0
REG	esri:31462	1	0x1.0p0	-0x1.4p2
REG	esri:31462	2	0x1.6p3	-0x1.4p2
REG	esri:31462	3	0x1.0p0	0x1.4p2
REG	esri:31462	4	0x1.6p3	0x1.4p2
REG	esri:31463	0	0x1.2p3	0x0.0p0
REG	esri:31463	1	0x1.0p2	-0x1.4p2
REG	esri:31463	2	0x1.cp3	-0x1.4p2
REG	esri:31463	3	0x1.0p2	0x1.4p2
REG	esri:31463	4	0x1.cp3	0x1.4p2
REG	esri:31464	0	0x1.8p3	0x0.0p0
REG	esri:31464	1	0x1.cp2	-0x1.4p2
REG	esri:31464	2	0x1.1p4	-0x1.4p2
REG	esri:31464	3	0x1.cp2	0x1.4p2
REG	esri:31464	4	0x1.1p4	0x1.4p2
REG	esri:31465	0	0x1.ep3	0x0.0p0
REG	esri:31465	1	0x1.4p3	-0x1.4p2
REG	esri:31465	2	0x1.4p4	-0x1.4p2
REG	esri:31465	3	0x1.4p3	0x1.4p2
REG	esri:31465	4	0x1.4p4	0x1.4p2
REG	esri:31466	0	0x1.8p2	0x0.0p0
REG	esri:31466	1	0x1.0p0	-0x1.4p2
REG	esri:31466	2	0x1.6p3	-0x1.4p2
REG	esri:31466	3	0x1.0p0	0x1.4p2
REG	esri:31466	4	0x1.6p3	0x1.4p2
REG	esri:31467	0	0x1.2p3	0x0.0p0
REG	esri:31467	1	0x1.0p2	-0x1.4p2
REG	esri:31467	2	0x1.cp3	-0x1.4p2
REG	esri:31467	3	0x1.0p2	0x1.4p2
REG	esri:31467	4	0x1.cp3	0x1.4p2
REG	esri:31468	0	0x1.8p3	0x0.0p0
REG	esri:31468	1	0x1.cp2	-0x1.4p2
REG	esri:31468	2	0x1.1p4	-0x1.4p2
REG	esri:31468	3	0x1.cp2	0x1.4p2
REG	esri:31468	4	0x1.1p4	0x1.4p2
REG	esri:31469	0	0x1.ep3	0x0.0p0
REG	esri:31469	1	0x1.4p3	-0x1.4p2
REG	esri:31469	2	0x1.4p4	-0x1.4p2
REG	esri:31469	3	0x1.4p3	0x1.4p2
REG	esri:31469	4	0x1.4p4	0x1.4p2
REG	esri:3148	0	0x1.a4p6	0x0.0p0
REG	esri:3148	1	0x1.9p6	-0x1.4p2
REG	esri:3148	2	0x1.b8p6	-0x1.4p2
REG	esri:3148	3	0x1.9p6	0x1.4p2
REG	esri:3148	4	0x1.b8p6	0x1.4p2
REG	esri:3149	0	0x1.bcp6	0x0.0p0
REG	esri:3149	1	0x1.a8p6	-0x1.4p2
REG	esri:3149	2	0x1.dp6	-0x1.4p2
REG	esri:3149	3	0x1.a8p6	0x1.4p2
REG	esri:3149	4	0x1.dp6	0x1.4p2
REG	esri:31491	0	0x1.8p1	0x0.0p0
REG	esri:31491	1	-0x1.0p1	-0x1.4p2
REG	esri:31491	2	0x1.0p3	-0x1.4p2
REG	esri:31491	3	-0x1.0p1	0x1.4p2
REG	esri:31491	4	0x1.0p3	0x1.4p2
REG	esri:31492	0	0x1.8p2	0x0.0p0
REG	esri:31492	1	0x1.0p0	-0x1.4p2
REG	esri:31492	2	0x1.6p3	-0x1.4p2
REG	esri:31492	3	0x1.0p0	0x1.4p2
REG	esri:31492	4	0x1.6p3	0x1.4p2
REG	esri:31493	0	0x1.2p3	0x0.0p0
REG	esri:31493	1	0x1.0p2	-0x1.4p2
REG	esri:31493	2	0x1.cp3	-0x1.4p2
REG	esri:31493	3	0x1.0p2	0x1.4p2
REG	esri:31493	4	0x1.cp3	0x1.4p2
REG	esri:31494	0	0x1.8p3	0x0.0p0
REG	esri:31494	1	0x1.cp2	-0x1.4p2
REG	esri:31494	2	0x1.1p4	-0x1.4p2
REG	esri:31494	3	0x1.cp2	0x1.4p2
REG	esri:31494	4	0x1.1p4	0x1.4p2
REG	esri:31495	0	0x1.ep3	0x0.0p0
REG	esri:31495	1	0x1.4p3	-0x1.4p2
REG	esri:31495	2	0x1.4p4	-0x1.4p2
REG	esri:31495	3	0x1.4p3	0x1.4p2
REG	esri:31495	4	0x1.4p4	0x1.4p2
REG	esri:31528	0	-0x1.ep3	0x0.0p0
REG	esri:31528	1	-0x1.4p4	-0x1.4p2
REG	esri:31528	2	-0x1.4p3	-0x1.4p2
REG	esri:31528	3	-0x1.4p4	0x1.4p2
REG	esri:31528	4	-0x1.4p3	0x1.4p2
REG	esri:31529	0	-0x1.2p3	0x0.0p0
REG	esri:31529	1	-0x1.cp3	-0x1.4p2
REG	esri:31529	2	-0x1.0p2	-0x1.4p2
REG	esri:31529	3	-0x1.cp3	0x1.4p2
REG	esri:31529	4	-0x1.0p2	0x1.4p2
REG	esri:31600	0	0x1.96478a4fd92c7p4	0x1.6f33333333333p5
REG	esri:31600	1	0x1.235290d1d9941p4	0x1.4733333333333p5
REG	esri:31600	2	0x1.049e41e6ec626p5	0x1.4733333333333p5
REG	esri:31600	3	0x1.235290d1d9941p4	0x1.9733333333333p5
REG	esri:31600	4	0x1.049e41e6ec626p5	0x1.9733333333333p5
REG	esri:31700	0	0x1.9p4	0x1.7p5
REG	esri:31700	1	0x1.1cd5e1cf3d2a8p4	0x1.48p5
REG	esri:31700	2	0x1.01950f18616acp5	0x1.48p5
REG	esri:31700	3	0x1.1cd5e1cf3d2a8p4	0x1.98p5
REG	esri:31700	4	0x1.01950f18616acp5	0x1.98p5
REG	esri:3176	0	0x1.a8p6	0x0.0p0
REG	esri:3176	1	0x1.94p6	-0x1.4p2
REG	esri:3176	2	0x1.bcp6	-0x1.4p2
REG	esri:3176	3	0x1.94p6	0x1.4p2
REG	esri:3176	4	0x1.bcp6	0x1.4p2
REG	esri:31838	0	0x1.68p5	0x0.0p0
REG	esri:31838	1	0x1.4p5	-0x1.4p2
REG	esri:31838	2	0x1.9p5	-0x1.4p2
REG	esri:31838	3	0x1.4p5	0x1.4p2
REG	esri:31838	4	0x1.9p5	0x1.4p2
REG	esri:31839	0	0x1.98p5	0x0.0p0
REG	esri:31839	1	0x1.7p5	-0x1.4p2
REG	esri:31839	2	0x1.cp5	-0x1.4p2
REG	esri:31839	3	0x1.7p5	0x1.4p2
REG	esri:31839	4	0x1.cp5	0x1.4p2
REG	esri:31900	0	0x1.8p5	0x0.0p0
REG	esri:31900	1	0x1.58p5	-0x1.4p2
REG	esri:31900	2	0x1.a8p5	-0x1.4p2
REG	esri:31900	3	0x1.58p5	0x1.4p2
REG	esri:31900	4	0x1.a8p5	0x1.4p2
REG	esri:31986	0	-0x1.44p6	0x0.0p0
REG	esri:31986	1	-0x1.58p6	-0x1.4p2
REG	esri:31986	2	-0x1.3p6	-0x1.4p2
REG	esri:31986	3	-0x1.58p6	0x1.4p2
REG	esri:31986	4	-0x1.3p6	0x1.4p2
REG	esri:31987	0	-0x1.2cp6	0x0.0p0
REG	esri:31987	1	-0x1.4p6	-0x1.4p2
REG	esri:31987	2	-0x1.18p6	-0x1.4p2
REG	esri:31987	3	-0x1.4p6	0x1.4p2
REG	esri:31987	4	-0x1.18p6	0x1.4p2
REG	esri:31988	0	-0x1.14p6	0x0.0p0
REG	esri:31988	1	-0x1.28p6	-0x1.4p2
REG	esri:31988	2	-0x1.0p6	-0x1.4p2
REG	esri:31988	3	-0x1.28p6	0x1.4p2
REG	esri:31988	4	-0x1.0p6	0x1.4p2
REG	esri:31989	0	-0x1.f8p5	0x0.0p0
REG	esri:31989	1	-0x1.1p6	-0x1.4p2
REG	esri:31989	2	-0x1.dp5	-0x1.4p2
REG	esri:31989	3	-0x1.1p6	0x1.4p2
REG	esri:31989	4	-0x1.dp5	0x1.4p2
REG	esri:31990	0	-0x1.c8p5	0x0.0p0
REG	esri:31990	1	-0x1.fp5	-0x1.4p2
REG	esri:31990	2	-0x1.ap5	-0x1.4p2
REG	esri:31990	3	-0x1.fp5	0x1.4p2
REG	esri:31990	4	-0x1.ap5	0x1.4p2
REG	esri:31991	0	-0x1.98p5	0x0.0p0
REG	esri:31991	1	-0x1.cp5	-0x1.4p2
REG	esri:31991	2	-0x1.7p5	-0x1.4p2
REG	esri:31991	3	-0x1.cp5	0x1.4p2
REG	esri:31991	4	-0x1.7p5	0x1.4p2
REG	esri:31992	0	-0x1.44p6	-0x1.9p4
REG	esri:31992	1	-0x1.5a114b818572ep6	-0x1.ep4
REG	esri:31992	2	-0x1.2deeb47e7a8d2p6	-0x1.ep4
REG	esri:31992	3	-0x1.5a114b818572ep6	-0x1.4p4
REG	esri:31992	4	-0x1.2deeb47e7a8d2p6	-0x1.4p4
REG	esri:31993	0	-0x1.2cp6	-0x1.9p4
REG	esri:31993	1	-0x1.42114b818572ep6	-0x1.ep4
REG	esri:31993	2	-0x1.15eeb47e7a8d2p6	-0x1.ep4
REG	esri:31993	3	-0x1.42114b818572ep6	-0x1.4p4
REG	esri:31993	4	-0x1.15eeb47e7a8d2p6	-0x1.4p4
REG	esri:31994	0	-0x1.14p6	-0x1.9p4
REG	esri:31994	1	-0x1.2a114b818572ep6	-0x1.ep4
REG	esri:31994	2	-0x1.fbdd68fcf51a3p5	-0x1.ep4
REG	esri:31994	3	-0x1.2a114b818572ep6	-0x1.4p4
REG	esri:31994	4	-0x1.fbdd68fcf51a3p5	-0x1.4p4
REG	esri:31995	0	-0x1.f8p5	-0x1.9p4
REG	esri:31995	1	-0x1.12114b818572ep6	-0x1.ep4
REG	esri:31995	2	-0x1.cbdd68fcf51a3p5	-0x1.ep4
REG	esri:31995	3	-0x1.12114b818572ep6	-0x1.4p4
REG	esri:31995	4	-0x1.cbdd68fcf51a3p5	-0x1.4p4
REG	esri:31996	0	-0x1.c8p5	-0x1.9p4
REG	esri:31996	1	-0x1.f42297030ae5dp5	-0x1.ep4
REG	esri:31996	2	-0x1.9bdd68fcf51a3p5	-0x1.ep4
REG	esri:31996	3	-0x1.f42297030ae5dp5	-0x1.4p4
REG	esri:31996	4	-0x1.9bdd68fcf51a3p5	-0x1.4p4
REG	esri:31997	0	-0x1.98p5	-0x1.9p4
REG	esri:31997	1	-0x1.c42297030ae5dp5	-0x1.ep4
REG	esri:31997	2	-0x1.6bdd68fcf51a3p5	-0x1.ep4
REG	esri:31997	3	-0x1.c42297030ae5dp5	-0x1.4p4
REG	esri:31997	4	-0x1.6bdd68fcf51a3p5	-0x1.4p4
REG	esri:31998	0	-0x1.68p5	-0x1.9p4
REG	esri:31998	1	-0x1.942297030ae5dp5	-0x1.ep4
REG	esri:31998	2	-0x1.3bdd68fcf51a3p5	-0x1.ep4
REG	esri:31998	3	-0x1.942297030ae5dp5	-0x1.4p4
REG	esri:31998	4	-0x1.3bdd68fcf51a3p5	-0x1.4p4
REG	esri:31999	0	-0x1.38p5	-0x1.9p4
REG	esri:31999	1	-0x1.642297030ae5dp5	-0x1.ep4
REG	esri:31999	2	-0x1.0bdd68fcf51a3p5	-0x1.ep4
REG	esri:31999	3	-0x1.642297030ae5dp5	-0x1.4p4
REG	esri:31999	4	-0x1.0bdd68fcf51a3p5	-0x1.4p4
REG	esri:3200	0	0x1.68p5	0x1.04p5
REG	esri:3200	1	0x1.38928b4db1cbap5	0x1.b8p4
REG	esri:3200	2	0x1.976d74b24e346p5	0x1.b8p4
REG	esri:3200	3	0x1.38928b4db1cbap5	0x1.2cp5
REG	esri:3200	4	0x1.976d74b24e346p5	0x1.2cp5
REG	esri:32000	0	-0x1.08p5	-0x1.9p4
REG	esri:32000	1	-0x1.342297030ae5dp5	-0x1.ep4
REG	esri:32000	2	-0x1.b7bad1f9ea347p4	-0x1.ep4
REG	esri:32000	3	-0x1.342297030ae5dp5	-0x1.4p4
REG	esri:32000	4	-0x1.b7bad1f9ea347p4	-0x1.4p4
REG	esri:32001	0	-0x1.b6p6	0x1.7eddddddddddep5
REG	esri:32001	1	-0x1.c03be7769007bp6	0x1.7122222222222p5
REG	esri:32001	2	-0x1.abc418896ff85p6	0x1.7122222222222p5
REG	esri:32001	3	-0x1.c03be7769007bp6	0x1.8c9999999999ap5
REG	esri:32001	4	-0x1.abc418896ff85p6	0x1.8c9999999999ap5
REG	esri:32002	0	-0x1.b6p6	0x1.76ddddddddddep5
REG	esri:32002	1	-0x1.c1fde20665f2fp6	0x1.6677777777779p5
REG	esri:32002	2	-0x1.aa021df99a0d1p6	0x1.6677777777779p5
REG	esri:32002	3	-0x1.c1fde20665f2fp6	0x1.8744444444443p5
REG	esri:32002	4	-0x1.aa021df99a0d1p6	0x1.8744444444443p5
REG	esri:32003	0	-0x1.b6p6	0x1.699999999999ap5
REG	esri:32003	1	-0x1.c39fc45f44299p6	0x1.5666666666667p5
REG	esri:32003	2	-0x1.a8603ba0bbd67p6	0x1.5666666666667p5
REG	esri:32003	3	-0x1.c39fc45f44299p6	0x1.7cccccccccccdp5
REG	esri:32003	4	-0x1.a8603ba0bbd67p6	0x1.7cccccccccccdp5
REG	esri:32005	0	-0x1.9p6	0x1.509999999999ap5
REG	esri:32005	1	-0x1.97fe570c30a39p6	0x1.44bbbbbbbbbbdp5
REG	esri:32005	2	-0x1.8801a8f3cf5c7p6	0x1.44bbbbbbbbbbdp5
REG	esri:32005	3	-0x1.97fe570c30a39p6	0x1.5c77777777777p5
REG	esri:32005	4	-0x1.8801a8f3cf5c7p6	0x1.5c77777777777p5
REG	esri:32006	0	-0x1.8ep6	0x1.4588888888888p5
REG	esri:32006	1	-0x1.98d08e5c9d95fp6	0x1.352222222222p5
REG	esri:32006	2	-0x1.832f71a3626a1p6	0x1.352222222222p5
REG	esri:32006	3	-0x1.98d08e5c9d95fp6	0x1.55eeeeeeeeefp5
REG	esri:32006	4	-0x1.832f71a3626a1p6	0x1.55eeeeeeeeefp5
REG	esri:32007	0	-0x1.ce55555555553p6	0x1.16p5
REG	esri:32007	1	-0x1.e6acb863f64b1p6	0x1.dcp4
REG	esri:32007	2	-0x1.b5fdf246b45f5p6	0x1.dcp4
REG	esri:32007	3	-0x1.e6acb863f64b1p6	0x1.3ep5
REG	esri:32007	4	-0x1.b5fdf246b45f5p6	0x1.3ep5
REG	esri:32008	0	-0x1.d2aaaaaaaaaadp6	0x1.16p5
REG	esri:32008	1	-0x1.eb020db94ba0bp6	0x1.dcp4
REG	esri:32008	2	-0x1.ba53479c09b4fp6	0x1.dcp4
REG	esri:32008	3	-0x1.eb020db94ba0bp6	0x1.3ep5
REG	esri:32008	4	-0x1.ba53479c09b4fp6	0x1.3ep5
REG	esri:32009	0	-0x1.da55555555553p6	0x1.16p5
REG	esri:32009	1	-0x1.f2acb863f64b1p6	0x1.dcp4
REG	esri:32009	2	-0x1.c1fdf246b45f5p6	0x1.dcp4
REG	esri:32009	3	-0x1.f2acb863f64b1p6	0x1.3ep5
REG	esri:32009	4	-0x1.c1fdf246b45f5p6	0x1.3ep5
REG	esri:32010	0	-0x1.1eaaaaaaaaaabp6	0x1.54p5
REG	esri:32010	1	-0x1.39cb22ddba63cp6	0x1.2cp5
REG	esri:32010	2	-0x1.038a32779af1ap6	0x1.2cp5
REG	esri:32010	3	-0x1.39cb22ddba63cp6	0x1.7cp5
REG	esri:32010	4	-0x1.038a32779af1ap6	0x1.7cp5
REG	esri:32011	0	-0x1.2aaaaaaaaaaabp6	0x1.36aaaaaaaaaacp5
REG	esri:32011	1	-0x1.44576bc120c12p6	0x1.0eaaaaaaaaaacp5
REG	esri:32011	2	-0x1.10fde99434944p6	0x1.0eaaaaaaaaaacp5
REG	esri:32011	3	-0x1.44576bc120c12p6	0x1.5eaaaaaaaaaacp5
REG	esri:32011	4	-0x1.10fde99434944p6	0x1.5eaaaaaaaaaacp5
REG	esri:32012	0	-0x1.a155555555553p6	0x1.fp4
REG	esri:32012	1	-0x1.b8aa7f0f4a8eap6	0x1.ap4
REG	esri:32012	2	-0x1.8a002b9b601bcp6	0x1.ap4
REG	esri:32012	3	-0x1.b8aa7f0f4a8eap6	0x1.2p5
REG	esri:32012	4	-0x1.8a002b9b601bcp6	0x1.2p5
REG	esri:32013	0	-0x1.a9p6	0x1.fp4
REG	esri:32013	1	-0x1.c05529b9f5397p6	0x1.ap4
REG	esri:32013	2	-0x1.91aad6460ac69p6	0x1.ap4
REG	esri:32013	3	-0x1.c05529b9f5397p6	0x1.2p5
REG	esri:32013	4	-0x1.91aad6460ac69p6	0x1.2p5
REG	esri:32014	0	-0x1.af55555555553p6	0x1.fp4
REG	esri:32014	1	-0x1.c6aa7f0f4a8eap6	0x1.ap4
REG	esri:32014	2	-0x1.98002b9b601bcp6	0x1.ap4
REG	esri:32014	3	-0x1.c6aa7f0f4a8eap6	0x1.2p5
REG	esri:32014	4	-0x1.98002b9b601bcp6	0x1.2p5
REG	esri:32015	0	-0x1.2955555555555p6	0x1.4p5
REG	esri:32015	1	-0x1.437104c68e2d2p6	0x1.18p5
REG	esri:32015	2	-0x1.0f39a5e41c7d8p6	0x1.18p5
REG	esri:32015	3	-0x1.437104c68e2d2p6	0x1.68p5
REG	esri:32015	4	-0x1.0f39a5e41c7d8p6	0x1.68p5
REG	esri:32016	0	-0x1.3255555555555p6	0x1.4p5
REG	esri:32016	1	-0x1.4c7104c68e2d2p6	0x1.18p5
REG	esri:32016	2	-0x1.1839a5e41c7d8p6	0x1.18p5
REG	esri:32016	3	-0x1.4c7104c68e2d2p6	0x1.68p5
REG	esri:32016	4	-0x1.1839a5e41c7d8p6	0x1.68p5
REG	esri:32017	0	-0x1.3a55555555555p6	0x1.4p5
REG	esri:32017	1	-0x1.547104c68e2d2p6	0x1.18p5
REG	esri:32017	2	-0x1.2039a5e41c7d8p6	0x1.18p5
REG	esri:32017	3	-0x1.547104c68e2d2p6	0x1.68p5
REG	esri:32017	4	-0x1.2039a5e41c7d8p6	0x1.68p5
REG	esri:32018	0	-0x1.28p6	0x1.4622222222222p5
REG	esri:32018	1	-0x1.2d4809c4ef0d8p6	0x1.3e22222222222p5
REG	esri:32018	2	-0x1.22b7f63b10f28p6	0x1.3e22222222222p5
REG	esri:32018	3	-0x1.2d4809c4ef0d8p6	0x1.4e22222222222p5
REG	esri:32018	4	-0x1.22b7f63b10f28p6	0x1.4e22222222222p5
REG	esri:32019	0	-0x1.3cp6	0x1.17aaaaaaaaaaap5
REG	esri:32019	1	-0x1.47cb7933f48a9p6	0x1.0455555555556p5
REG	esri:32019	2	-0x1.303486cc0b757p6	0x1.0455555555556p5
REG	esri:32019	3	-0x1.47cb7933f48a9p6	0x1.2affffffffffep5
REG	esri:32019	4	-0x1.303486cc0b757p6	0x1.2affffffffffep5
REG	esri:32020	0	-0x1.92p6	0x1.7eeeeeeeeeeeep5
REG	esri:32020	1	-0x1.9c55c3f143a7p6	0x1.7111111111111p5
REG	esri:32020	2	-0x1.87aa3c0ebc59p6	0x1.7111111111111p5
REG	esri:32020	3	-0x1.9c55c3f143a7p6	0x1.8cccccccccccbp5
REG	esri:32020	4	-0x1.87aa3c0ebc59p6	0x1.8cccccccccccbp5
REG	esri:32021	0	-0x1.92p6	0x1.7499999999998p5
REG	esri:32021	1	-0x1.9c9237ec29bb1p6	0x1.661111111110fp5
REG	esri:32021	2	-0x1.876dc813d644fp6	0x1.661111111110fp5
REG	esri:32021	3	-0x1.9c9237ec29bb1p6	0x1.8322222222221p5
REG	esri:32021	4	-0x1.876dc813d644fp6	0x1.8322222222221p5
REG	esri:32022	0	-0x1.4ap6	0x1.4577777777777p5
REG	esri:32022	1	-0x1.54b9b443558bbp6	0x1.3533333333331p5
REG	esri:32022	2	-0x1.3f464bbcaa745p6	0x1.3533333333331p5
REG	esri:32022	3	-0x1.54b9b443558bbp6	0x1.55bbbbbbbbbbdp5
REG	esri:32022	4	-0x1.3f464bbcaa745p6	0x1.55bbbbbbbbbbdp5
REG	esri:32023	0	-0x1.4ap6	0x1.3822222222222p5
REG	esri:32023	1	-0x1.5477d61b148dfp6	0x1.27ddddddddddep5
REG	esri:32023	2	-0x1.3f8829e4eb721p6	0x1.27ddddddddddep5
REG	esri:32023	3	-0x1.5477d61b148dfp6	0x1.4866666666666p5
REG	esri:32023	4	-0x1.3f8829e4eb721p6	0x1.4866666666666p5
REG	esri:32024	0	-0x1.88p6	0x1.1f11111111112p5
REG	esri:32024	1	-0x1.90b8d4acb5309p6	0x1.10eeeeeeeeeefp5
